STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,HLY-TEMP-10PCTL,HLY-TEMP-90PCTL,HLY-TEMP-NORMAL
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T04:00:00,63,75.9,69.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T05:00:00,62.1,75.9,68.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T06:00:00,62.1,75.9,69.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T07:00:00,63,75.9,69.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T08:00:00,64.9,78.1,71.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T09:00:00,66,79.9,73.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T10:00:00,66.9,82,74.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T11:00:00,68,84,76.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T12:00:00,69.1,86,77.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T13:00:00,70,87.1,78.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T14:00:00,70,87.1,78.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T15:00:00,70,87.1,79
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T16:00:00,70,86,78.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T17:00:00,70,84.9,77.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T18:00:00,69.1,84,76.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T19:00:00,68,82,75.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T20:00:00,66.9,81,74.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T21:00:00,66,80.1,73.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T22:00:00,66,79,72.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-28T23:00:00,64.9,79,72.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T00:00:00,64,78.1,71
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T01:00:00,64,77,70.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T02:00:00,63,77,70.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T03:00:00,63,75.9,69.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T04:00:00,63,75.9,69.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T05:00:00,62.1,75,68.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T06:00:00,62.1,75.9,68.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T07:00:00,63,75.9,69.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T08:00:00,64.9,77,71.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T09:00:00,66,79,73
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T10:00:00,66.9,81,74.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T11:00:00,68,82.9,76.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T12:00:00,69.1,84.9,77.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T13:00:00,70,87.1,78.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T14:00:00,70,87.1,78.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T15:00:00,70,86,78.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T16:00:00,70,86,78.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T17:00:00,70,84.9,77.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T18:00:00,69.1,82.9,76.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T19:00:00,68,82,75
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T20:00:00,66.9,80.1,73.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T21:00:00,66,80.1,73.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T22:00:00,66,79,72.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-29T23:00:00,64.9,78.1,71.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T00:00:00,64,78.1,70.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T01:00:00,64,77,70.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T02:00:00,63,77,70.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T03:00:00,63,75.9,69.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T04:00:00,62.1,75.9,69
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T05:00:00,62.1,75,68.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T06:00:00,62.1,75,68.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T07:00:00,62.1,75.9,69.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T08:00:00,64,77,71.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T09:00:00,66,79,72.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T10:00:00,66.9,81,74.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T11:00:00,68,82.9,76.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T12:00:00,69.1,86,77.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T13:00:00,70,87.1,78.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T14:00:00,70,87.1,78.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T15:00:00,70,86,78.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T16:00:00,70,86,78.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T17:00:00,70,84.9,77.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T18:00:00,68,82.9,76.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T19:00:00,68,82,74.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T20:00:00,66.9,80.1,73.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T21:00:00,66,80.1,73.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T22:00:00,64.9,79,72.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-30T23:00:00,64.9,78.1,71.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T00:00:00,64,77,70.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T01:00:00,64,77,70.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T02:00:00,63,77,70
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T03:00:00,63,75.9,69.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T04:00:00,62.1,75.9,68.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T05:00:00,62.1,75,68.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T06:00:00,61,75.9,68.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T07:00:00,62.1,75.9,69.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T08:00:00,64,77,71.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T09:00:00,66,79,72.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T10:00:00,66.9,81,74.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T11:00:00,68,84,76
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T12:00:00,69.1,86,77.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T13:00:00,70,87.1,78.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T14:00:00,70,87.1,78.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T15:00:00,70,86,78.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T16:00:00,70,86,78.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T17:00:00,70,84.9,77.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T18:00:00,68,82.9,75.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T19:00:00,68,82,74.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T20:00:00,66,80.1,73.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T21:00:00,66,79,73
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T22:00:00,64.9,79,72.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,08-31T23:00:00,64,78.1,71.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T00:00:00,63,77,70.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T01:00:00,63,77,70.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T02:00:00,63,77,69.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T03:00:00,62.1,75.9,69.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T04:00:00,61,75.9,68.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T05:00:00,61,75,68.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T06:00:00,61,75,68.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T07:00:00,62.1,75.9,69.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T08:00:00,64,77,71.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T09:00:00,64.9,79,72.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T10:00:00,66.9,81,74.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T11:00:00,68,84,76
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T12:00:00,69.1,86,77.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T13:00:00,70,87.1,78.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T14:00:00,70,87.1,78.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T15:00:00,70,86,78.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T16:00:00,70,86,78
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T17:00:00,69.1,84.9,77
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T18:00:00,68,82.9,75.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T19:00:00,66.9,81,74.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T20:00:00,66,80.1,73.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T21:00:00,64.9,79,72.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T22:00:00,64.9,79,72.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-01T23:00:00,64,78.1,71.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T00:00:00,63,77,70.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T01:00:00,63,77,70.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T02:00:00,62.1,75.9,69.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T03:00:00,62.1,75.9,69.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T04:00:00,61,75.9,68.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T05:00:00,61,75,68.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T06:00:00,61,75,68.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T07:00:00,62.1,75.9,69.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T08:00:00,64,77,71
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T09:00:00,64.9,79,72.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T10:00:00,66.9,81,74.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T11:00:00,68,84,76
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T12:00:00,69.1,86,77.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T13:00:00,70,87.1,78.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T14:00:00,70,86,78.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T15:00:00,70,86,78.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T16:00:00,70,86,77.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T17:00:00,69.1,84,76.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T18:00:00,68,82.9,75.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T19:00:00,66.9,81,74.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T20:00:00,66,80.1,73.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T21:00:00,64.9,79,72.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T22:00:00,64.9,79,72.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-02T23:00:00,64,78.1,71.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T00:00:00,63,77,70.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T01:00:00,63,77,70.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T02:00:00,62.1,75.9,69.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T03:00:00,62.1,75.9,69.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T04:00:00,61,75.9,68.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T05:00:00,60.1,75,68.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T06:00:00,60.1,75,68.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T07:00:00,62.1,75.9,69.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T08:00:00,63,77,70.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T09:00:00,64.9,79,72.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T10:00:00,66.9,81,74.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T11:00:00,68,84,75.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T12:00:00,69.1,84.9,77
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T13:00:00,70,86,77.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T14:00:00,70,86,78.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T15:00:00,70,86,78.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T16:00:00,70,86,77.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T17:00:00,69.1,84,76.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T18:00:00,68,82.9,75.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T19:00:00,66.9,81,74.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T20:00:00,66,80.1,73.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T21:00:00,64.9,79,72.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T22:00:00,64,79,72
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-03T23:00:00,64,78.1,71.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T00:00:00,62.1,77,70.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T01:00:00,63,77,70.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T02:00:00,62.1,75.9,69.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T03:00:00,61,75.9,68.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T04:00:00,61,75.9,68.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T05:00:00,60.1,75,68.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T06:00:00,60.1,75,68.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T07:00:00,61,75.9,68.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T08:00:00,63,77,70.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T09:00:00,64,79,72.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T10:00:00,66,81,73.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T11:00:00,68,82.9,75.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T12:00:00,69.1,84.9,76.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T13:00:00,69.1,86,77.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T14:00:00,69.1,86,77.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T15:00:00,69.8,86,77.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T16:00:00,69.1,86,77.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T17:00:00,68.9,84,76.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T18:00:00,68,82.9,75.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T19:00:00,66.9,81,74.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T20:00:00,66,80.1,73.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T21:00:00,64.9,79,72.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T22:00:00,64,78.1,71.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-04T23:00:00,63,77,70.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T00:00:00,62.1,77,69.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T01:00:00,62.1,77,69.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T02:00:00,61,75.9,69
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T03:00:00,61,75.9,68.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T04:00:00,60.1,75.7,68
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T05:00:00,60.1,75,67.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T06:00:00,59,75,67.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T07:00:00,61,75,68.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T08:00:00,62.1,77,70.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T09:00:00,64,79,71.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T10:00:00,66,81,73.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T11:00:00,68,82.9,75.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T12:00:00,68,84.9,76.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T13:00:00,69.1,86,77.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T14:00:00,69.1,86,77.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T15:00:00,69.1,86,77.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T16:00:00,69.1,84.9,77.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T17:00:00,68.9,84,76.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T18:00:00,66.9,82,75
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T19:00:00,66,80.1,73.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T20:00:00,66,79,72.9
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T21:00:00,64.9,78.1,72.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T22:00:00,64,78.1,71.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-05T23:00:00,63,77,70.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T00:00:00,62.1,75.9,69.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T01:00:00,62.1,75.9,69.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T02:00:00,61,75.9,68.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T03:00:00,61,75,68.2
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T04:00:00,60.1,75,67.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T05:00:00,60.1,75,67.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T06:00:00,59,75,67.4
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T07:00:00,61,75,68.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T08:00:00,62.1,77,70
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T09:00:00,64,79,71.7
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T10:00:00,66,81,73.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T11:00:00,66.9,82.9,75
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T12:00:00,68,84,76.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T13:00:00,69.1,84.9,77.3
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T14:00:00,69.1,86,77.5
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T15:00:00,69.1,84.9,77.6
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T16:00:00,69.1,84.9,77.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T17:00:00,68.9,82.9,76.1
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T18:00:00,66.9,82,74.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T19:00:00,66.9,80.1,73.8
USW00014732,"LA GUARDIA AIRPORT, NY US",40.7792,-73.88,3.4,09-06T20:00:00,66,79,72.8
